Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
ec4af939416263cc04cde53d29b5bdd1f73f6724,09b0865d5ad0def4383fb26a206bacb9f84342269d4f309b357e65ee4b34ae0de24e760ab93ed7e62d733449273eb8ef633ac6ea0b8d4725314af6ed7ca39dcb,12/01/2020 08:45:00 AM,12/01/2020 09:00:00 AM,266,0.51,17031081401,17031081401,8,8,4.75,0.00,0.00,0.00,4.75,Cash,Flash Cab,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495)
f031654930175fc2e8819ecbf09529fbbc749b1f,4c7dd0c5aa891ec74fae46fac2423db5ab510ef5ff86bdc6629fb365f546081d729bda01e9ff85f6e9a0dd274ca37ba01d10aa07fdae06dbe7756cbc9af775a0,12/01/2020 08:45:00 AM,12/01/2020 09:15:00 AM,1213,3.4,17031320100,17031281900,32,28,13.75,0.00,0.00,0.00,13.75,Cash,Medallion Leasin,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
f51b0fd4f434b5c3320d8268f6ecb0bb99991ed2,99cde37aeabdaa069a6b277bae9976d94d0095aba59302d4b576372b466569de2113d01a9523d182caf6f76bb53f663c6dd0827992e2a0813a7e0ba2bcf12b43,12/01/2020 08:45:00 AM,12/01/2020 09:00:00 AM,1148,11.34,,,50,31,30.00,0.00,0.00,0.00,30.00,Prcard,Flash Cab,41.706125752,-87.598255838,POINT (-87.5982558383 41.7061257523),41.850266366,-87.667569312,POINT (-87.667569312 41.8502663663)
ef6bde0f83794bd0de983ab0c3e5277d6f017c3c,4227cf21a6b6d7ff6d413c5b59191dfb27b632f4cacd50a1497e801df31e09b0ec1e6ca3d232b914008482d867c130df6e2dea30b6bb8c4080de2bf7fea9d202,12/01/2020 08:45:00 AM,12/01/2020 08:45:00 AM,780,0.4,,,77,32,19.75,3.00,0.00,0.00,22.75,Credit Card,Blue Ribbon Taxi Association Inc.,41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
f16b22a12619401eba7359f09d523592592e0cde,4791ece5cf2d0b2af0ae596a1d8ca49c3c87b45fd0a737a6e2517b706995f7fd80ac724d54c1a5a60806caa4f1cddb4656fddd1c2300c29aa2c1a777407a021b,12/01/2020 08:45:00 AM,12/01/2020 09:00:00 AM,986,5.33,,,6,,16.25,0.00,0.00,0.00,16.75,Credit Card,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),,,
151a305c616702e051b2f8635bea213b0f397904,f960cae38a8f4bfdcce4f316d2b5e336758ca47f7d5227711b639c468bf97a9410788ad6a68b8f5869a8f04a3a564d5943e0d46753bbb2a735eeb4de2552147d,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,998,4.5,,,1,4,14.75,0.00,0.00,0.00,14.75,Cash,Flash Cab,42.009622881,-87.670166857,POINT (-87.6701668569 42.0096228806),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433)
007abccb510b03cc25c2b9368e65fd80e33021ed,7b9d1518bd2fa74effc33bef44cccae84426f594ed1c5ba59f6c973bc97f62dc5333e400e08c1771955e605dc6d7918df94d6ad69373db2e776343b3a0568adf,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,252,0.64,,,6,6,5.00,0.00,0.00,0.00,5.00,Cash,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
152db7d2b1a17b0ae0486845887990df60d0da19,373a87b7084c01d24566ee3c5cfde562710dd94bd3cdfd6d4ae14f5ac8953867854af0a0ae691167f7f4f4b3fa0ba8513385c9de1e4c8ad377d941554746de31,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,825,2.1,,,,,10.25,0.00,0.00,0.00,10.25,Cash,Chicago Independents,,,,,,
0774c095d6e8f364c94175661e430d18fd52f6a9,7f9134f3f8ee8c217f4fc14b7beb8d56af92f9faf4d8495d0d8ee689f071d136b84816414fd0d043fbb7249da2828f22131ae00c0cda728fabaa61f42ca79572,12/01/2020 09:00:00 AM,12/01/2020 09:30:00 AM,1757,7.55,,,49,51,23.50,0.00,0.00,0.00,23.50,Prcard,Flash Cab,41.706587882,-87.623366512,POINT (-87.6233665115 41.7065878819),41.690633347,-87.570058269,POINT (-87.5700582686 41.6906333472)
03a3169f9747c4933483c8ee210779e8578c78a9,199f852b9b7f49df5426c931ac14b4e746e6f946021af3cc5a3c021f3965b6cd07193886f2ecb39be823fa33247c18b4bc662005409bc8c171330c512b8d953d,12/01/2020 09:00:00 AM,12/01/2020 09:45:00 AM,3331,6.42,,,34,44,33.00,0.00,0.00,0.00,33.00,Prcard,Flash Cab,41.842076117,-87.633973422,POINT (-87.6339734222 41.8420761168),41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565)
01a986ee8452b098ee7f272beb39071a86737774,ad7483003b6f955fcbcf74d4c9273fc13d97df1755f0b65cca9acdf83ac3da39c5f4e473dcacd3ebd5437a6915bc008daa88d818cf0dbb1491c2282dd495ef5d,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,1080,3.7,,,6,77,13.25,0.00,0.00,0.00,13.25,Unknown,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
23f318a5c3fe5d80a8fb2209f571a6a6160e768c,439d309dfa51ea4e6c346e85acf9b3fd3789aa573b2875c7be18627db402bdd3086b292443c2fd04877a6db3e010190695c95bec5dbefa3a0f47ad995aa90379,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,300,0.9,,,28,32,5.75,0.00,0.00,0.00,5.75,Cash,Medallion Leasin,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
220b346fd9434f6e9dec753aeb8b14d1b471080a,5ba3a19b228cd79e8064974b6f0169a7df8b11795f5336dfc0cdc122326339527e1702c248b4ff53ced19171119e699d1b0299d3e546ba5af09564ada1fc2769,12/01/2020 09:00:00 AM,12/01/2020 09:30:00 AM,1560,1,,,14,44,42.50,0.00,0.00,1.50,44.00,Cash,Taxi Affiliation Services,41.968069,-87.721559063,POINT (-87.7215590627 41.968069),41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565)
17cf82ff39401f965ad4f687353bac22c218d14b,43946e4da8905d64ceeed7cfc2b1969df72ecf991b865a99c728266c59bd5f8102e0247a0e68cc6d3183d613fd12e70e30761d071453db3ebbed1dd94b4eacd5,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,360,0,,,32,8,6.50,0.00,0.00,0.00,6.50,Cash,"Taxicab Insurance Agency, LLC",41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
2881ff5d1105855cc2e7ed88297a4abb2d2e9cf5,2b4a8f4987a1230a1c6dd6212e33e1b58e7b7a513a93f4ac38baf75f321968e38ec65368efae951621c82cab9c5e85ad8866422a5d39a3dc7c0c9b5b09286e4f,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,1320,0.7,,,28,43,30.00,0.00,0.00,0.00,30.00,Unknown,Taxi Affiliation Services,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.761577908,-87.572781987,POINT (-87.5727819867 41.7615779081)
1a89a88b828500106516b9782438a291332db067,1ae0a4f0f53872375a85e2d525c1eb17edec472fb91fca69ea58afbb651d6761cc1d322e88a991b02a9baad7412ca5a878e9dfe1a87d2244fb0586f533434662,12/01/2020 09:00:00 AM,12/01/2020 09:30:00 AM,1456,2.71,,,2,4,14.00,0.00,0.00,0.00,14.00,Cash,Flash Cab,42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433)
31b885a2a4838219350541002ab8f314af1f5c14,cc46093c5bc6638fd30fe8651c28616cef4ce8391382914986c30d1bb76c4b55e4d516c8d454ca664c95633ee88cc109fd7645bebc562e17b531081cde4e11c5,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,840,3.9,,,27,32,12.50,0.00,0.00,0.00,12.50,Unknown,Chicago Independents,41.878914496,-87.70589713,POINT (-87.7058971305 41.8789144956),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
2e1b0876f2debf7968dbec66be4045617e0866c7,9300f594e36ad51420a54e762841737587c06597ff3b79b1694a8b3c5c69d1a61c5b633a5f1f3af2a9ded500fafcdab2d8fcb8a82f562644a6394c019bacc605,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,1015,4.88,,17031838200,,28,15.75,3.25,0.00,0.00,19.50,Credit Card,Flash Cab,,,,41.870415,-87.675085621,POINT (-87.6750856208 41.8704150003)
39f754321efa645dd09f00e5e3b123a6eec16083,f0d3346678be38422d39a57255c327ec348ad690f71c25727230237b2553f625fe0ff52f71e172c8839439e7253ccd92353442d7daae6a3715acfb5b4754ce8f,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,85,0.26,,,8,8,3.75,0.00,0.00,0.00,3.75,Prcard,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3f8fac9d7557e1da73bd06dab1a46133f95520b4,756721b3418247472431e2bd1022cc8ce0806af1b6b7dfeb3927318f86819fc67bf385b5829a0f13e006d05aed02020e7c1801204414d5eadf17b3e2ce71ce14,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,439,1.2,,,8,8,6.75,2.00,0.00,0.00,9.25,Credit Card,Medallion Leasin,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3eeee8c22cbd288fa0f48946a5da0c01ec51d30f,4e52e33e251a85225aa90043167cc14fe93e169568e6821f48626395dffe18ff37f32918069cc0bd1496c16396b9c87c34bf99482ee99f95d98906bf92d963dd,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,60,0,,,28,28,8.00,0.00,0.00,0.00,8.00,Cash,Star North Management LLC,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
2ee0921c79e1fd29328a98a4732ab8c1393aeeec,24fe18cb099f758873795f1ac94b0eccc74f65efab09f5f7058b7d315b1390798c363409f55a9174f819466ce17b69be1289d871fc229e47864d927be2d21495,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,360,1,,,77,1,6.25,1.00,0.00,0.00,7.25,Credit Card,"Taxicab Insurance Agency, LLC",41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),42.009622881,-87.670166857,POINT (-87.6701668569 42.0096228806)
3a9e2cbe65935662acf54bd4017ae0ff13bf178d,b597697c5b962a3f36ed67d274ec82ed1b72232c537b5a47431a4ebe64c379ffaa214146d122f3a0727f6a7ee9b5f23b3ebaf5aed39e39c374a3f691028c2075,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,684,2.4,,,23,21,9.50,2.00,0.00,0.00,12.00,Credit Card,Flash Cab,41.900069603,-87.720918238,POINT (-87.7209182385 41.9000696026),41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962)
3f56fea867622bccf167e258863c71c52afc0fd6,ca2e49fc5f32316d5c59cabe4993d8f7b27ee126bc505836ae638a3a60ddf28a06fd497610cc6647831d8104f0574bcd8cea05fa5a8bd124061bfee79df6c1f2,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,300,0.9,17031839100,17031839100,32,32,5.50,2.00,0.00,0.00,7.50,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
2d3f0a31a11941e8396363c3f6c4249ef1b8ba84,90738dbca5b9c7c2de984bf7e96a81569178364ca8cd290127c5302ced83e35fb7258b302a01a40e0dbab2ede1f0cb03038de61188885e0cc23a12dc09ffb07c,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,969,3.94,,,5,14,13.25,0.00,0.00,0.00,13.25,Prcard,Flash Cab,41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865),41.968069,-87.721559063,POINT (-87.7215590627 41.968069)
3476e76b21b2d10c5a279c87cf544b220f8dabc0,87a017eedd299c9b5df098aa1d777cdefaf5d93c3c5e7c39c9e65dca8ec6d1b7065cc7076dd3ba437dc9c2ed030b0a3c21ff908d1e711efe6c91bdda05f3b23e,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,120,0.4,,,8,8,4.25,0.00,0.00,0.00,4.25,Cash,Top Cab Affiliation,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3787e14de1245d22a08002e3ec65795ed5dd42dd,e64c125ab06441db8101d7c98eec723e18c3dcd1cf39f8387d792ad8477f0a3a56dee2881e25cee7c9e929bba5d35c71bdfdb66781a521059a4a5b798d0458e0,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,360,1,,,6,7,6.00,0.00,0.00,0.00,6.00,Unknown,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
50b730a0834df9636a091cee71b26a6b39ba5753,87a017eedd299c9b5df098aa1d777cdefaf5d93c3c5e7c39c9e65dca8ec6d1b7065cc7076dd3ba437dc9c2ed030b0a3c21ff908d1e711efe6c91bdda05f3b23e,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,300,1,,,32,8,6.25,1.00,0.00,0.00,7.25,Credit Card,Top Cab Affiliation,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
4e15cff962ca3adb9c8c01213b95fa0f99c6fc77,6e9ce85cbd2da0bad60ce5257cfd25753a845e3107368bfe6087b60d20afcacd582e0c6ac0e6b12895539e9fd467848fd471328ae3918fe7b255c74ebd7f80c3,12/01/2020 09:00:00 AM,12/01/2020 09:30:00 AM,1140,6.49,,,14,24,19.50,0.00,0.00,1.00,20.50,Cash,Flash Cab,41.968069,-87.721559063,POINT (-87.7215590627 41.968069),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
549746febc0830b44ac6fa22550a73a422575783,3ff6ae822a41ebadfdbdecf4bfe5cd766bc1c22f885fff623bcd003b04ebd6a04b28f5595c14421fffaefe7626ead4418280d42471c03599cc7e0d2718e7e74a,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,114,0,,,15,15,3.50,0.00,0.00,0.00,3.50,Cash,Flash Cab,41.954027649,-87.763399032,POINT (-87.7633990316 41.9540276487),41.954027649,-87.763399032,POINT (-87.7633990316 41.9540276487)
511ee6873d0d870e3deea6aaf6018fcd1ea05787,a31d2ea87ea4f5a4793c30f84f000b0c6aad4cd956f6ea73b5628ebd509d47a7d051a0b7ccd201a550c236c42ed6e19ce5efbd4caa4bf2d1fcd77827b64b39f9,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,303,1.11,,,3,6,6.00,0.00,0.00,0.00,6.00,Cash,Flash Cab,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
46f94263a850fd3b5795527a674cef99b7015e28,88a493149cafbde5ddde0280c77cc90c26a015c260df782862778150cb2e0dfafa209fad1dd859dd247e43970899c6dbdee5b033cd68ad5beae5af387cd1c55f,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,1500,13.1,,,,,33.75,0.00,0.00,0.00,33.75,Unknown,Top Cab Affiliation,,,,,,
4684cb82bdd6c4ca476b2a2585b7186b8a1f439f,c1ffe6edab518145aedcfc816682cbfdcab6ecab156dc3d5b230407ef441db82ba5ad37bcea8436642d6a67a8f92e482dc4005c529ce8d2814d31a9681001bac,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,274,1.13,,,3,3,6.00,2.00,0.00,0.00,8.50,Credit Card,Flash Cab,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
4e4d4c6acecdd3dc535f55184a1b6cc2edeff623,0a1c9f175a63d49938a4e84e5d0c37c9e0e8dc08dee09c601e2d281bbec923454362afd8a9d8c5cdf084495a7d06e3baaf2bfa1960ecdfbd4d23dc2cad4a1904,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,240,0.9,,,28,28,5.50,2.00,0.00,0.00,7.50,Credit Card,Star North Management LLC,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
579b69aaf9fb518d385b59d98467bb6242eae004,d22c10df9969290e7c5fefa6c1b1ffb628410bf5a3f379b0b534719973ebdea67137553368aa3cda3aa85c3e2061a9ffdb79a3f6770fef8021f42843703d4bf7,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,709,4.03,,,28,8,13.50,0.00,0.00,0.00,13.50,Cash,Flash Cab,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
68fc427f6afe54ca6e1c337669b5ed922ef04c5e,e12d7334916f68b0a80dadea0c0ed141260197404a9a15f695e498456fcfc2250f36e891548ef1e3a5dc58eb387788f54fe3f52f53b877d7a2b355a5ff83273b,12/01/2020 09:00:00 AM,12/01/2020 09:30:00 AM,1080,0,,,48,40,16.00,0.00,0.00,0.00,16.00,Unknown,Taxi Affiliation Services,41.729676423,-87.572717134,POINT (-87.5727171342 41.7296764229),41.792357223,-87.61793138,POINT (-87.6179313803 41.7923572233)
69f517de121360c337c245d183ad3bfae830a079,6775020216ff4fd219bc6c63d4dcac611945dc862e64789054200b735a6986a928ce10460b97e2d1da47dcf411ae59d1b7a5e14d421cdb8014d4981b77eea741,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,365,3.16,,,6,8,10.50,4.00,0.00,0.00,15.00,Credit Card,Globe Taxi,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
680283ba69f8164b44a673902e45c7bd82395ba7,b837a3f9280dd9a341bc0b27bf3accd872f598a20d9714cc74bac83f85b7be099ce678d6c0979d2b3fb683e7a94f0e6f6b1a236ffb36b4868c29350441adf64e,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,240,0,17031839100,17031839100,32,32,5.25,0.00,0.00,0.00,5.25,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
67ab9d39a0f4b630f0843fb1b9bb3d19d1e4fdf7,33eb8518952dbdc8a4c6648ad8fdf65dc84fac160f3d6fee95813377ebd66095d2862f1813b774f7a048d5a9aaea55aa02a223510027ee08a37485e1b784d104,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,1080,10.3,,,1,28,27.25,0.00,0.00,0.00,27.25,Cash,Taxi Affiliation Services,42.009622881,-87.670166857,POINT (-87.6701668569 42.0096228806),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
5c60f48d22ee6f167c59e5c0ade9891935e59512,4c06f4d6622cc4aecd182ded5c68ec252842a98a41c8b750c9d85f94e0148edad9237beff6f45deea615ea5aa8e7f96629fbd405b8419e6f0be0738dc8286f22,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,1380,0.5,,,35,47,24.25,0.00,0.00,0.00,24.25,Unknown,Taxi Affiliation Services,41.835117986,-87.618677767,POINT (-87.6186777673 41.8351179863),41.728182061,-87.596475596,POINT (-87.5964755956 41.728182061)
61c750ea754f59e7eda0f8a98472c3637beeb6e5,77c6fba4d0a2da456dff78ca16b5415851191f103f2bc90b16e6a939ea07f0afce1298104481fbe8c9bf121872a5cdb5f3a890d7020dc2071ff4776934401ef4,12/01/2020 09:00:00 AM,12/01/2020 09:30:00 AM,1808,16.74,,,8,,43.50,0.00,0.00,4.00,47.50,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),,,
80cb399ecf9b54d04a878dc290dc4ee50c64ae16,bbdec1f9949f4e13be32d6d0038763a29f09ef18534115c9e51ba70640bf2f66e012ec5e7927a1312d4c0933eed857a01417f77c2c8036f5af027493d8fbcd42,12/01/2020 09:00:00 AM,12/01/2020 09:30:00 AM,1380,11.4,,,3,28,30.00,0.00,0.00,1.00,31.00,Prcard,Globe Taxi,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
771a802dd29bf76464d40c0e9824be3d87e43543,70310ef891a6c3b2bc1ec7968765c6490fd04a8af40d69e0d0dc94ce0b5b5f329be63005eff54aa43f384ff72ce921e975e1230d53b56301ce5225b5c3095133,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,960,11.4,,,73,31,29.75,0.00,0.00,0.00,29.75,Unknown,Taxi Affiliation Services,41.717493036,-87.648895072,POINT (-87.6488950721 41.7174930361),41.850266366,-87.667569312,POINT (-87.667569312 41.8502663663)
7f7d322071307bd916c264d389dd5dd00f5930a8,bc38e7a06ef6fb44cebc048a2ee5b95e4895317666910e424e3fdc9c5c3e90c11830f684abd4bac75e22eab36698e564910a0edbd7289e4a397bffbe171ff8a6,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,360,2,,,32,8,8.25,0.00,0.00,0.00,8.25,Cash,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
7f44ab9dd9600bd2069df9fe67660f0191125655,f6138aa35e1fb074eb79fbe29f512b6153dca3593d8cd2405a000c6f4d5c1442f37650ea887177dbc3a5e3d91bdb43464f22a748a305285351fccc9d5dcc03ed,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,420,0,,,32,8,7.75,0.00,0.00,0.00,7.75,Credit Card,"Taxicab Insurance Agency, LLC",41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
7e21710598451df3d4abde608848dd6d506a802e,9bfe44a96dc53f0266337b9ed5c6a81d10e00267e42ac78935d6c2b5f7780d50ed15effbfa2fb4c758d2aa9cda8aea9d549c8b78b836bdcfa3ef299ced463a29,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,480,2.96,,,71,,10.00,0.00,0.00,0.00,10.00,Prcard,Flash Cab,41.744205146,-87.656305986,POINT (-87.6563059862 41.7442051463),,,
72d2e4a3ccda39149e765c15d41b847c41ec8dc6,bda723ff7d3238b616907b89512c7279801247b06581903556082767ad0e277669915c5e7a4b5f994b76aad0559230b2cee05ab633fd1ffbe84e3feed888f70d,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,302,0.68,17031081401,17031081201,8,8,5.25,0.00,0.00,0.00,5.25,Prcard,Flash Cab,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134)
7c3cc043311b81ebca0ae53cb0b42e41557ec392,08a4a71a105655cc590f486fc71cdb4b4cd08053cf2d83082ab69b4658639c9e9e7324d36f53e8ff5aa3e04561851ec6837d82785941d5e6a907163e874dc270,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,717,2.83,,,32,33,10.75,0.00,0.00,0.00,10.75,Prcard,Flash Cab,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
702547cec233f2230210405c43c3a984bb8e2f20,38c32bfda2f77c2a57f33a9e3fcf7edb8e996f59bc22547aa03f7562e4bbb74e8f299ccf132f57bf4b2f7d55d92e41ee00cb254b58b689570c69ec516bfb5ff6,12/01/2020 09:00:00 AM,12/01/2020 09:30:00 AM,971,3.94,,,7,8,14.00,0.00,0.00,0.00,14.00,Prcard,Flash Cab,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
96b0d325af5e6b075b70099c71630860d22d57a9,259d38cfdbc9ac6f9bb01f0df740e0ddf4a631a70bbdd6525862b20b7ed0e0554dbbde64c2955b8b6f41468c8970e5507490db36348f884461783472621bda08,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,180,0.4,17031320100,17031839100,32,32,4.75,2.00,0.00,0.00,6.75,Credit Card,"Taxicab Insurance Agency, LLC",41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
903ca003c21788ccbe712cd0547bba17f21f78ea,2bcc0530f9df7b00fe6e4ebdc1203664123d7208c90e47f8a0d9b0ca5aafe40842a0f3ff405d8971f87fa942219610300763af34bbb78e5cffb89eb41558b4f4,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,540,1.9,17031281900,17031081401,28,8,8.75,3.00,0.00,0.00,11.75,Credit Card,Blue Ribbon Taxi Association Inc.,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495)
8bc3ef55ab479916480be982472b2b35c32937fd,c15639e59b9c42b72797d27ffb4371ff531cc7c5efe0828003c7f88d3a709835b81490b2481a6d0887447a1d90f8f0f3a860e5f87053dea3f5ddec0c490496b8,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,746,2.42,,,32,8,11.00,0.00,0.00,4.00,15.00,Cash,Patriot Taxi Dba Peace Taxi Associat,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
86e46b6e553900826dd1a99505ece8831fc17e99,2104bcfe571fe3f25079dec505fa48dfd86072a7a85c7bba744558a3714e29a01892e054eab767c575a21b318387d1e672f756030bb03bdd5aa2a2f06eec3594,12/01/2020 09:00:00 AM,12/01/2020 09:00:00 AM,66,0,,,24,24,3.25,0.00,0.00,0.00,3.25,Cash,Flash Cab,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
9554daee477f20710e2f06645fc397ad90b63db3,82bc059c3b13e97341f941d60f772ae9f83687498e91f7c399644ec42449cced734834174cb0a29955229b910c3c9810dc67997226ce38a8600bf7f24d149423,12/01/2020 09:00:00 AM,12/01/2020 09:15:00 AM,1190,6.19,,,14,24,19.25,0.00,0.00,0.00,19.25,Cash,Flash Cab,41.968069,-87.721559063,POINT (-87.7215590627 41.968069),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
